business_id,state,district,treatment,sector,business_age_years,owner_education,loan_access_baseline,employees_baseline,baseline_revenue_inr,endline_revenue_inr,survey_date,endline_revenue_missing,revenue_growth_rate,log_baseline_revenue,log_endline_revenue,edu_No formal education,edu_Primary,edu_Secondary,edu_Unknown,state_Gujarat,state_Maharashtra,state_Rajasthan,state_Uttar Pradesh
MSME0454,Rajasthan,Jodhpur,1,Retail,2,No formal education,0,10.0,73703.15,86129.87,,0,0.1686050053491608,11.207800818105312,11.363611552435744,True,False,False,False,False,False,True,False
MSME0455,Gujarat,Surat,1,Agri-Processing,18,Graduate,1,12.0,81029.66,94740.63,,0,0.16920927472730357,11.30257053946917,11.458898226233973,False,False,False,False,True,False,False,False
MSME0456,Bihar,Muzaffarpur,0,Manufacturing,7,No formal education,0,6.0,188241.65,196098.76,,0,0.041739487515116955,12.145481788768693,12.186373688860009,True,False,False,False,False,False,False,False
MSME0457,Bihar,Muzaffarpur,0,Manufacturing,12,Graduate,0,12.0,57267.44,60466.69,,0,0.055865077957038066,10.95548750384751,11.009847913882531,False,False,False,False,False,False,False,False
MSME0458,Uttar Pradesh,Lucknow,1,Services,2,Graduate,1,2.0,216984.92,245187.03,,0,0.1299726727553232,12.287583137020283,12.40977658604974,False,False,False,False,False,False,False,True
MSME0459,Gujarat,Surat,1,Services,18,Secondary,0,2.0,19512.58,20394.48,,0,0.04519648349936286,9.878814664751221,9.923019554981412,False,False,True,False,True,False,False,False
MSME0460,Maharashtra,Nagpur,1,Agri-Processing,6,Secondary,0,10.0,193499.06,195404.59,,0,0.009847748097587651,12.173027933559037,12.182827508591282,False,False,True,False,False,True,False,False
MSME0461,Rajasthan,Jaipur,0,Agri-Processing,10,Secondary,0,13.0,26787.73,29513.88,,0,0.10176860823966799,10.195699225839233,10.292615940148083,False,False,True,False,False,False,True,False
MSME0462,Uttar Pradesh,Agra,0,Services,15,Graduate,1,8.0,28980.69,31212.92,2023-02-05,0,0.07702473612602045,10.274385025115041,10.348587390644873,False,False,False,False,False,False,False,True
MSME0463,Bihar,Patna,0,Retail,5,Primary,0,12.0,32994.69,35137.25,2022-12-22,0,0.06493650948076789,10.404101918410452,10.46701710028375,False,True,False,False,False,False,False,False
MSME0464,Maharashtra,Nagpur,0,Agri-Processing,3,Primary,0,2.0,30488.46,32961.69,,0,0.0811202008891234,10.325103530343313,10.403101256980772,False,True,False,False,False,True,False,False
MSME0465,Maharashtra,Nagpur,0,Retail,5,Secondary,1,7.0,38897.0,38268.59,,0,-0.016155744658971218,10.568672405809952,10.552384734260476,False,False,True,False,False,True,False,False
MSME0466,Rajasthan,Jodhpur,1,Retail,8,Primary,0,3.0,22833.35,24617.53,2022-05-17,0,0.07813921303707079,10.035977465508948,10.111214069766488,False,True,False,False,False,False,True,False
MSME0467,Bihar,Gaya,1,Agri-Processing,8,Primary,0,8.0,70542.44,73170.36,2023-06-16,0,0.037253035194132755,11.163969793495186,11.200545699915173,False,True,False,False,False,False,False,False
MSME0468,Gujarat,Vadodara,1,Retail,8,Primary,0,7.0,23335.52,23912.49,,0,0.024724968631511152,10.057731942258192,10.082156195557099,False,True,False,False,True,False,False,False
MSME0469,Maharashtra,Pune,1,Retail,12,Secondary,0,14.0,61358.46,79115.49,,0,0.2893982345710764,11.02448833794261,11.278663962649672,False,False,True,False,False,True,False,False
MSME0470,Rajasthan,Jaipur,0,Retail,8,Graduate,1,8.0,123275.74,,,1,,11.72217891391349,,False,False,False,False,False,False,True,False
MSME0471,Gujarat,Surat,1,Agri-Processing,11,Unknown,0,14.0,27291.16,34695.49,,0,0.2713087314720224,10.214318119211617,10.454364986306409,False,False,False,True,True,False,False,False
MSME0472,Bihar,Patna,1,Manufacturing,14,Graduate,0,7.0,68562.89,77373.78,,0,0.1285081477749844,11.135506705242065,11.256403242495871,False,False,False,False,False,False,False,False
MSME0473,Maharashtra,Nagpur,1,Services,8,Secondary,0,11.0,56802.03,60904.97,2023-12-11,0,0.07223227761402194,10.947327343507224,11.017070059563542,False,False,True,False,False,True,False,False
MSME0474,Gujarat,Rajkot,1,Retail,10,Graduate,1,6.0,220203.96,225521.46,,0,0.024148067091981452,12.302309486760238,12.326170599693963,False,False,False,False,True,False,False,False
MSME0475,Gujarat,Surat,1,Services,7,Secondary,0,13.0,24249.12,26246.33,,0,0.0823621640702839,10.096135607047387,10.175281448721698,False,False,True,False,True,False,False,False
MSME0476,Gujarat,Rajkot,1,Services,17,Secondary,0,7.0,68600.65,90079.34,2022-04-19,0,0.31309747065078836,11.136057288887745,11.408446116526072,False,False,True,False,True,False,False,False
MSME0477,Maharashtra,Pune,0,Retail,4,No formal education,0,5.0,9889.13,8816.94,,0,-0.10842106434034124,9.199191453103293,9.084430150028146,True,False,False,False,False,True,False,False
MSME0478,Maharashtra,Pune,1,Manufacturing,13,Graduate,0,7.0,24423.8,34032.75,,0,0.393425674956395,10.103313345714302,10.43507857527899,False,False,False,False,False,True,False,False
MSME0479,Uttar Pradesh,Agra,0,Retail,4,No formal education,0,1.0,48180.72,44130.62,,0,-0.08406059519243379,10.782714220017352,10.694909151564403,True,False,False,False,False,False,False,True
MSME0480,Bihar,Gaya,1,Agri-Processing,5,Graduate,0,1.0,110694.34,136845.24,,0,0.2362442379619409,11.614527988211629,11.8266059312552,False,False,False,False,False,False,False,False
MSME0481,Rajasthan,Jaipur,1,Services,4,Graduate,0,9.0,13619.44,15434.86,,0,0.13329622950723377,9.519253462852344,9.64438386660034,False,False,False,False,False,False,True,False
MSME0482,Gujarat,Surat,1,Agri-Processing,18,Primary,0,14.0,68109.54,75815.15,2022-04-25,0,0.11313554606300383,11.128872570431907,11.236053419733379,False,True,False,False,True,False,False,False
MSME0484,Rajasthan,Ajmer,0,Services,2,Secondary,1,13.0,10751.26,10645.47,2022-01-24,0,-0.009839776919170486,9.28277823598966,9.272889728537026,False,False,True,False,False,False,True,False
MSME0485,Uttar Pradesh,Kanpur,1,Services,11,Primary,0,5.0,41993.47,42698.84,,0,0.016797135364141028,10.645269408987353,10.66192703257136,False,True,False,False,False,False,False,True
MSME0486,Maharashtra,Nashik,1,Services,14,Graduate,1,3.0,142533.02,136349.74,,0,-0.0433813862921027,11.867328971146318,11.822978481414564,False,False,False,False,False,True,False,False
MSME0487,Gujarat,Rajkot,0,Agri-Processing,5,No formal education,0,5.0,14818.95,14996.18,,0,0.011959686752435196,9.603662046137655,9.615550780984618,True,False,False,False,True,False,False,False
MSME0488,Rajasthan,Jodhpur,1,Manufacturing,6,No formal education,0,3.0,33257.97,35816.39,2022-03-19,0,0.07692652317624912,10.412049716608845,10.486160888849678,True,False,False,False,False,False,True,False
MSME0489,Rajasthan,Ajmer,1,Retail,10,Graduate,0,9.0,16492.96,22161.59,,0,0.34369997865756063,9.710688902173883,10.006115889189774,False,False,False,False,False,False,True,False
MSME0490,Rajasthan,Jodhpur,0,Services,8,Secondary,0,9.0,24962.59,27458.91,,0,0.10000244365668785,10.125133583125683,10.22044598443362,False,False,True,False,False,False,True,False
MSME0491,Rajasthan,Jaipur,0,Services,14,Graduate,0,6.0,114203.37,133588.62,,0,0.16974323962594098,11.64573608540087,11.802520356815972,False,False,False,False,False,False,True,False
MSME0492,Rajasthan,Jodhpur,1,Manufacturing,3,Unknown,1,1.0,29225.02,31320.41,,0,0.07169849669906127,10.28278047068563,10.35202524069594,False,False,False,True,False,False,True,False
MSME0493,Uttar Pradesh,Lucknow,0,Retail,12,Secondary,0,7.0,111441.22,112958.36,,0,0.013613813631975667,11.621252555988882,11.634774534208079,False,False,True,False,False,False,False,True
MSME0494,Gujarat,Rajkot,0,Manufacturing,16,Secondary,1,7.0,88189.5,65077.94,,0,-0.2620670261198895,11.387243187289105,11.083340907482272,False,False,True,False,True,False,False,False
MSME0496,Maharashtra,Pune,0,Manufacturing,1,Secondary,1,10.0,24292.44,24531.72,,0,0.00984997801785257,10.097920469812427,10.107722253016952,False,False,True,False,False,True,False,False
MSME0497,Maharashtra,Nashik,1,Services,10,Secondary,0,10.0,17733.33,20707.48,2022-12-02,0,0.1677152570893339,9.783201198691684,9.938250266638317,False,False,True,False,False,True,False,False
MSME0498,Maharashtra,Nagpur,1,Services,10,Primary,1,4.0,17245.3,19748.07,,0,0.14512765797057753,9.755294921566394,9.890811044035221,False,True,False,False,False,True,False,False
MSME0499,Uttar Pradesh,Lucknow,1,Retail,2,Primary,0,8.0,48173.58,55768.53,,0,0.1576579942781914,10.782566016978919,10.928965010779088,False,True,False,False,False,False,False,True
MSME0500,Bihar,Muzaffarpur,1,Manufacturing,9,Secondary,1,6.0,35745.22,29953.67,,0,-0.16202306210452763,10.484171832888965,10.307407133599085,False,False,True,False,False,False,False,False
MSME0501,Gujarat,Surat,0,Retail,13,Primary,0,4.0,22051.05,22616.05,2022-08-22,0,0.02562236265393258,10.00111549878886,10.026415110195178,False,True,False,False,True,False,False,False
MSME0502,Rajasthan,Jodhpur,1,Retail,16,Secondary,1,4.0,10519.54,12682.31,,0,0.20559549181808315,9.26098975909994,9.447963388055216,False,False,True,False,False,False,True,False
MSME0503,Bihar,Gaya,0,Services,18,Unknown,0,2.0,39535.05,44824.95,2022-07-23,0,0.1338027901823823,10.584942899206391,10.710520183023743,False,False,False,True,False,False,False,False
MSME0504,Maharashtra,Nashik,0,Agri-Processing,19,Unknown,1,14.0,24943.24,25863.0,2023-05-15,0,0.03687411899977703,10.124358122584514,10.160568654878034,False,False,False,True,False,True,False,False
MSME0505,Bihar,Gaya,1,Manufacturing,12,Secondary,0,2.0,31062.66,35255.04,,0,0.13496526054111274,10.343761733731151,10.470363776743335,False,False,True,False,False,False,False,False
MSME0506,Gujarat,Surat,0,Services,8,Primary,1,12.0,46338.55,,2022-06-02,1,,10.743729507035006,,False,True,False,False,True,False,False,False
MSME0507,Rajasthan,Jodhpur,1,Agri-Processing,17,No formal education,1,14.0,4907.69,4313.4,,0,-0.12109363060829026,8.498558641651798,8.369481735217882,True,False,False,False,False,False,True,False
MSME0508,Rajasthan,Jaipur,1,Services,15,No formal education,1,4.0,10650.69,11617.57,,0,0.09078097287593566,9.273379957771267,9.360273886333708,True,False,False,False,False,False,True,False
MSME0510,Gujarat,Vadodara,1,Agri-Processing,15,Graduate,0,8.0,24214.61,27750.67,2022-12-02,0,0.14603002071889648,10.094711448988036,10.23101526302726,False,False,False,False,True,False,False,False
MSME0511,Maharashtra,Nashik,1,Manufacturing,15,No formal education,1,6.0,4846.7,4348.22,2022-09-01,0,-0.10284936142117308,8.486053339974843,8.377521844937146,True,False,False,False,False,True,False,False
MSME0512,Rajasthan,Jodhpur,1,Retail,7,Secondary,0,14.0,11384.95,14820.45,,0,0.30175802265271257,9.340047586744674,9.603763262761559,False,False,True,False,False,False,True,False
MSME0513,Bihar,Patna,1,Retail,13,Primary,0,4.0,265023.53,297163.43,,0,0.12127187348232801,12.487573893479373,12.602037535802438,False,True,False,False,False,False,False,False
MSME0515,Uttar Pradesh,Kanpur,1,Retail,9,Graduate,1,11.0,91785.74,107908.41,,0,0.17565549942725306,11.427212226851802,11.589038090748252,False,False,False,False,False,False,False,True
MSME0516,Gujarat,Rajkot,0,Retail,8,Primary,0,7.0,40010.39,,2023-06-21,1,,10.596894449366882,,False,True,False,False,True,False,False,False
MSME0517,Maharashtra,Nashik,1,Retail,18,Primary,1,8.0,24637.53,23057.67,,0,-0.06412412283211834,10.112026169116247,10.045753747954862,False,True,False,False,False,True,False,False
MSME0518,Uttar Pradesh,Lucknow,1,Services,13,No formal education,1,2.0,67531.97,78534.07,,0,0.1629169117974791,11.12035639436314,11.271287822353067,True,False,False,False,False,False,False,True
MSME0519,Rajasthan,Jaipur,1,Agri-Processing,16,No formal education,0,12.0,5391.15,6910.44,2023-06-24,0,0.2818118583233633,8.592513999215948,8.840788590566623,True,False,False,False,False,False,True,False
MSME0520,Gujarat,Rajkot,1,Retail,9,Primary,1,7.0,11465.46,13056.08,2023-07-03,0,0.1387314595314973,9.347094316597905,9.477009204636095,False,True,False,False,True,False,False,False
